City,Avg_PM2_5
Patna,65.83125654450266
Gurugram,49.54100840336136
Kolkata,47.606294416243685
Amaravati,41.713219814241484
Amritsar,56.42150943396224
Delhi,117.13475490196072
Chandigarh,39.48978339350181
Hyderabad,46.03892459826955
Visakhapatnam,47.37224580017685
