City,avg(AQI)
Patna,167.42023346303503
Amaravati,101.5
Delhi,212.9804618117229
Chandigarh,93.2418772563177
Visakhapatnam,116.95402298850574
Gurugram,152.87387387387386
Kolkata,128.3654024051804
Amritsar,129.16981132075472
Hyderabad,97.38621509209744
