City,Date,Avg_AQI
Delhi,2015-09-07T00:00:00.000+0000,199
Delhi,2015-09-08T00:00:00.000+0000,217
Delhi,2015-09-09T00:00:00.000+0000,238
Delhi,2015-09-10T00:00:00.000+0000,230
Delhi,2015-09-11T00:00:00.000+0000,218
Delhi,2015-09-12T00:00:00.000+0000,226
Delhi,2015-09-13T00:00:00.000+0000,202
Delhi,2015-09-14T00:00:00.000+0000,274
Delhi,2015-09-15T00:00:00.000+0000,289
Delhi,2015-09-16T00:00:00.000+0000,235
Delhi,2015-09-17T00:00:00.000+0000,285
Delhi,2015-09-18T00:00:00.000+0000,209
Delhi,2015-09-19T00:00:00.000+0000,132
Delhi,2015-09-20T00:00:00.000+0000,179
Delhi,2015-09-21T00:00:00.000+0000,136
Delhi,2015-09-22T00:00:00.000+0000,104
Delhi,2015-09-23T00:00:00.000+0000,95
Delhi,2015-09-24T00:00:00.000+0000,175
Delhi,2015-09-25T00:00:00.000+0000,290
Delhi,2015-09-26T00:00:00.000+0000,282
Delhi,2015-09-27T00:00:00.000+0000,298
Delhi,2015-09-28T00:00:00.000+0000,240
Delhi,2015-09-29T00:00:00.000+0000,188
Delhi,2015-09-30T00:00:00.000+0000,187
Delhi,2015-10-01T00:00:00.000+0000,230
Delhi,2015-10-02T00:00:00.000+0000,286
Delhi,2015-10-03T00:00:00.000+0000,266
Delhi,2015-10-04T00:00:00.000+0000,369
Delhi,2015-10-05T00:00:00.000+0000,375
Delhi,2015-10-06T00:00:00.000+0000,411
Delhi,2015-10-07T00:00:00.000+0000,383
Delhi,2015-10-08T00:00:00.000+0000,388
Delhi,2015-10-09T00:00:00.000+0000,351
Delhi,2015-10-10T00:00:00.000+0000,320
Delhi,2015-10-11T00:00:00.000+0000,296
Delhi,2015-10-12T00:00:00.000+0000,312
Delhi,2015-10-13T00:00:00.000+0000,260
Delhi,2015-10-14T00:00:00.000+0000,204
Delhi,2015-10-15T00:00:00.000+0000,218
Delhi,2015-10-17T00:00:00.000+0000,388
Delhi,2015-10-18T00:00:00.000+0000,298
Delhi,2015-10-19T00:00:00.000+0000,392
Delhi,2015-10-20T00:00:00.000+0000,428
Delhi,2015-10-21T00:00:00.000+0000,384
Delhi,2015-10-22T00:00:00.000+0000,292
Delhi,2015-10-23T00:00:00.000+0000,343
Delhi,2015-10-24T00:00:00.000+0000,383
Delhi,2015-10-25T00:00:00.000+0000,374
Delhi,2015-10-26T00:00:00.000+0000,263
Delhi,2015-10-27T00:00:00.000+0000,334
Delhi,2015-10-28T00:00:00.000+0000,333
Delhi,2015-10-29T00:00:00.000+0000,262
Delhi,2015-10-30T00:00:00.000+0000,236
Delhi,2015-10-31T00:00:00.000+0000,340
Delhi,2015-11-01T00:00:00.000+0000,415
Delhi,2015-11-02T00:00:00.000+0000,420
Delhi,2015-11-03T00:00:00.000+0000,407
Delhi,2015-11-04T00:00:00.000+0000,454
Delhi,2015-11-05T00:00:00.000+0000,388
Delhi,2015-11-06T00:00:00.000+0000,276
Delhi,2015-11-07T00:00:00.000+0000,483
Delhi,2015-11-08T00:00:00.000+0000,451
Delhi,2015-11-09T00:00:00.000+0000,378
Delhi,2015-11-10T00:00:00.000+0000,439
Delhi,2015-11-11T00:00:00.000+0000,431
Delhi,2015-11-12T00:00:00.000+0000,421
Delhi,2015-11-13T00:00:00.000+0000,454
Delhi,2015-11-14T00:00:00.000+0000,450
Delhi,2015-11-15T00:00:00.000+0000,367
Delhi,2015-11-16T00:00:00.000+0000,383
Delhi,2015-11-17T00:00:00.000+0000,347
Delhi,2015-11-18T00:00:00.000+0000,369
Delhi,2015-11-19T00:00:00.000+0000,392
Delhi,2015-11-20T00:00:00.000+0000,455
Delhi,2015-11-21T00:00:00.000+0000,450
Delhi,2015-11-22T00:00:00.000+0000,478
Delhi,2015-11-23T00:00:00.000+0000,431
Delhi,2015-11-24T00:00:00.000+0000,440
Delhi,2015-11-25T00:00:00.000+0000,376
Delhi,2015-11-26T00:00:00.000+0000,347
Delhi,2015-11-27T00:00:00.000+0000,343
Delhi,2015-11-28T00:00:00.000+0000,362
Delhi,2015-11-29T00:00:00.000+0000,319
Delhi,2015-11-30T00:00:00.000+0000,425
Delhi,2015-12-01T00:00:00.000+0000,400
Delhi,2015-12-31T00:00:00.000+0000,433
Delhi,2016-01-01T00:00:00.000+0000,463
Delhi,2017-09-26T00:00:00.000+0000,131
Delhi,2017-09-27T00:00:00.000+0000,165
Delhi,2017-09-28T00:00:00.000+0000,176
Delhi,2017-09-29T00:00:00.000+0000,172
Delhi,2017-09-30T00:00:00.000+0000,137
Delhi,2017-10-01T00:00:00.000+0000,131
Delhi,2017-10-02T00:00:00.000+0000,132
Delhi,2017-10-03T00:00:00.000+0000,115
Delhi,2017-10-04T00:00:00.000+0000,151
Delhi,2017-10-05T00:00:00.000+0000,180
Delhi,2017-10-06T00:00:00.000+0000,183
Delhi,2017-10-07T00:00:00.000+0000,193
Delhi,2017-10-08T00:00:00.000+0000,224
Delhi,2017-10-09T00:00:00.000+0000,268
Delhi,2017-10-10T00:00:00.000+0000,253
Delhi,2017-10-11T00:00:00.000+0000,208
Delhi,2017-10-12T00:00:00.000+0000,211
Delhi,2017-10-13T00:00:00.000+0000,246
Delhi,2017-10-14T00:00:00.000+0000,319
Delhi,2017-10-15T00:00:00.000+0000,317
Delhi,2017-10-16T00:00:00.000+0000,310
Delhi,2017-10-17T00:00:00.000+0000,313
Delhi,2017-10-18T00:00:00.000+0000,310
Delhi,2017-10-19T00:00:00.000+0000,336
Delhi,2017-10-20T00:00:00.000+0000,497
Delhi,2017-10-21T00:00:00.000+0000,404
Delhi,2017-10-22T00:00:00.000+0000,338
Delhi,2017-10-23T00:00:00.000+0000,327
Delhi,2017-10-24T00:00:00.000+0000,366
Delhi,2017-10-25T00:00:00.000+0000,357
Delhi,2017-10-26T00:00:00.000+0000,328
Delhi,2017-10-27T00:00:00.000+0000,345
Delhi,2017-10-28T00:00:00.000+0000,379
Delhi,2017-10-29T00:00:00.000+0000,362
Delhi,2017-10-30T00:00:00.000+0000,340
Delhi,2017-10-31T00:00:00.000+0000,366
Delhi,2017-11-01T00:00:00.000+0000,344
Delhi,2017-11-02T00:00:00.000+0000,305
Delhi,2017-11-03T00:00:00.000+0000,310
Delhi,2017-11-04T00:00:00.000+0000,345
Delhi,2017-11-05T00:00:00.000+0000,370
Delhi,2017-11-06T00:00:00.000+0000,377
Delhi,2017-11-07T00:00:00.000+0000,532
Delhi,2017-11-08T00:00:00.000+0000,675
Delhi,2017-11-09T00:00:00.000+0000,677
Delhi,2017-11-10T00:00:00.000+0000,597
Delhi,2017-11-11T00:00:00.000+0000,471
Delhi,2017-11-12T00:00:00.000+0000,613
Delhi,2017-11-13T00:00:00.000+0000,561
Delhi,2017-11-14T00:00:00.000+0000,444
Delhi,2017-11-15T00:00:00.000+0000,378
Delhi,2017-11-16T00:00:00.000+0000,357
Delhi,2017-11-17T00:00:00.000+0000,330
Delhi,2017-11-18T00:00:00.000+0000,309
Delhi,2017-11-19T00:00:00.000+0000,297
Delhi,2017-11-20T00:00:00.000+0000,329
Delhi,2017-11-21T00:00:00.000+0000,341
Delhi,2017-11-22T00:00:00.000+0000,348
Delhi,2017-11-23T00:00:00.000+0000,340
Delhi,2017-11-24T00:00:00.000+0000,348
Delhi,2017-11-25T00:00:00.000+0000,347
Delhi,2017-11-26T00:00:00.000+0000,368
Delhi,2017-11-27T00:00:00.000+0000,382
Delhi,2017-11-28T00:00:00.000+0000,360
Delhi,2017-11-29T00:00:00.000+0000,359
Delhi,2017-11-30T00:00:00.000+0000,388
Delhi,2017-12-01T00:00:00.000+0000,377
Delhi,2017-12-02T00:00:00.000+0000,356
Delhi,2017-12-03T00:00:00.000+0000,384
Delhi,2017-12-04T00:00:00.000+0000,415
Delhi,2017-12-05T00:00:00.000+0000,404
Delhi,2017-12-06T00:00:00.000+0000,330
Delhi,2017-12-07T00:00:00.000+0000,215
Delhi,2017-12-08T00:00:00.000+0000,220
Delhi,2017-12-09T00:00:00.000+0000,312
Delhi,2017-12-10T00:00:00.000+0000,389
Delhi,2017-12-11T00:00:00.000+0000,406
Delhi,2017-12-12T00:00:00.000+0000,280
Delhi,2017-12-13T00:00:00.000+0000,263
Delhi,2017-12-14T00:00:00.000+0000,276
Delhi,2017-12-15T00:00:00.000+0000,292
Delhi,2017-12-16T00:00:00.000+0000,228
Delhi,2017-12-17T00:00:00.000+0000,195
Delhi,2017-12-18T00:00:00.000+0000,223
Delhi,2017-12-19T00:00:00.000+0000,291
Delhi,2017-12-20T00:00:00.000+0000,378
Delhi,2017-12-21T00:00:00.000+0000,467
Delhi,2017-12-22T00:00:00.000+0000,370
Delhi,2017-12-23T00:00:00.000+0000,253
Delhi,2017-12-24T00:00:00.000+0000,309
Delhi,2017-12-25T00:00:00.000+0000,398
Delhi,2017-12-26T00:00:00.000+0000,372
Delhi,2017-12-27T00:00:00.000+0000,379
Delhi,2017-12-28T00:00:00.000+0000,398
Delhi,2017-12-29T00:00:00.000+0000,399
Delhi,2017-12-30T00:00:00.000+0000,421
Delhi,2017-12-31T00:00:00.000+0000,451
Delhi,2018-01-01T00:00:00.000+0000,462
Delhi,2018-01-02T00:00:00.000+0000,439
Delhi,2018-01-03T00:00:00.000+0000,405
Delhi,2018-01-04T00:00:00.000+0000,394
Delhi,2018-01-05T00:00:00.000+0000,398
Delhi,2018-01-06T00:00:00.000+0000,403
Delhi,2018-01-07T00:00:00.000+0000,384
Delhi,2018-01-08T00:00:00.000+0000,314
Delhi,2018-01-09T00:00:00.000+0000,373
Delhi,2018-01-10T00:00:00.000+0000,366
Delhi,2018-01-11T00:00:00.000+0000,318
Delhi,2018-01-12T00:00:00.000+0000,306
Delhi,2018-01-13T00:00:00.000+0000,370
Delhi,2018-01-14T00:00:00.000+0000,365
Delhi,2018-01-15T00:00:00.000+0000,352
Delhi,2018-01-16T00:00:00.000+0000,278
Delhi,2018-01-17T00:00:00.000+0000,350
Delhi,2018-01-18T00:00:00.000+0000,411
Delhi,2018-01-19T00:00:00.000+0000,451
Delhi,2018-01-20T00:00:00.000+0000,351
Delhi,2018-01-21T00:00:00.000+0000,310
Delhi,2018-01-22T00:00:00.000+0000,362
Delhi,2018-01-23T00:00:00.000+0000,343
Delhi,2018-01-24T00:00:00.000+0000,286
Delhi,2018-01-25T00:00:00.000+0000,267
Delhi,2018-01-26T00:00:00.000+0000,263
Delhi,2018-01-27T00:00:00.000+0000,284
Delhi,2018-01-28T00:00:00.000+0000,334
Delhi,2018-01-29T00:00:00.000+0000,332
Delhi,2018-01-30T00:00:00.000+0000,300
Delhi,2018-01-31T00:00:00.000+0000,271
Delhi,2018-02-01T00:00:00.000+0000,293
Delhi,2018-02-02T00:00:00.000+0000,318
Delhi,2018-02-03T00:00:00.000+0000,277
Delhi,2018-02-04T00:00:00.000+0000,284
Delhi,2018-02-05T00:00:00.000+0000,313
Delhi,2018-02-06T00:00:00.000+0000,324
Delhi,2018-02-07T00:00:00.000+0000,287
Delhi,2018-02-08T00:00:00.000+0000,334
Delhi,2018-02-09T00:00:00.000+0000,375
Delhi,2018-02-10T00:00:00.000+0000,378
Delhi,2018-02-11T00:00:00.000+0000,350
Delhi,2018-02-12T00:00:00.000+0000,218
Delhi,2018-02-13T00:00:00.000+0000,189
Delhi,2018-02-14T00:00:00.000+0000,217
Delhi,2018-02-15T00:00:00.000+0000,189
Delhi,2018-02-16T00:00:00.000+0000,248
Delhi,2018-02-17T00:00:00.000+0000,277
Delhi,2018-02-18T00:00:00.000+0000,284
Delhi,2018-02-19T00:00:00.000+0000,321
Delhi,2018-02-20T00:00:00.000+0000,335
Delhi,2018-02-21T00:00:00.000+0000,347
Delhi,2018-02-22T00:00:00.000+0000,333
Delhi,2018-02-23T00:00:00.000+0000,331
Delhi,2018-02-24T00:00:00.000+0000,347
Delhi,2018-02-25T00:00:00.000+0000,317
Delhi,2018-02-26T00:00:00.000+0000,170
Delhi,2018-02-27T00:00:00.000+0000,167
Delhi,2018-02-28T00:00:00.000+0000,274
Delhi,2018-03-01T00:00:00.000+0000,293
Delhi,2018-03-02T00:00:00.000+0000,300
Delhi,2018-03-03T00:00:00.000+0000,244
Delhi,2018-03-04T00:00:00.000+0000,205
Delhi,2018-03-05T00:00:00.000+0000,180
Delhi,2018-03-06T00:00:00.000+0000,170
Delhi,2018-03-07T00:00:00.000+0000,192
Delhi,2018-03-08T00:00:00.000+0000,262
Delhi,2018-03-09T00:00:00.000+0000,316
Delhi,2018-03-10T00:00:00.000+0000,207
Delhi,2018-03-11T00:00:00.000+0000,179
Delhi,2018-03-12T00:00:00.000+0000,236
Delhi,2018-03-13T00:00:00.000+0000,241
Delhi,2018-03-14T00:00:00.000+0000,287
Delhi,2018-03-15T00:00:00.000+0000,314
Delhi,2018-03-16T00:00:00.000+0000,269
Delhi,2018-03-17T00:00:00.000+0000,218
Delhi,2018-03-18T00:00:00.000+0000,177
Delhi,2018-03-19T00:00:00.000+0000,177
Delhi,2018-03-20T00:00:00.000+0000,224
Delhi,2018-03-21T00:00:00.000+0000,302
Delhi,2018-03-22T00:00:00.000+0000,226
Delhi,2018-03-23T00:00:00.000+0000,171
Delhi,2018-03-24T00:00:00.000+0000,183
Delhi,2018-03-25T00:00:00.000+0000,202
Delhi,2018-03-26T00:00:00.000+0000,203
Delhi,2018-03-27T00:00:00.000+0000,246
Delhi,2018-03-28T00:00:00.000+0000,293
Delhi,2018-03-29T00:00:00.000+0000,238
Delhi,2018-03-30T00:00:00.000+0000,234
Delhi,2018-03-31T00:00:00.000+0000,269
Delhi,2018-04-01T00:00:00.000+0000,217
Delhi,2018-04-02T00:00:00.000+0000,217
Delhi,2018-04-03T00:00:00.000+0000,239
Delhi,2018-04-04T00:00:00.000+0000,244
Delhi,2018-04-05T00:00:00.000+0000,329
Delhi,2018-04-06T00:00:00.000+0000,271
Delhi,2018-04-07T00:00:00.000+0000,170
Delhi,2018-04-08T00:00:00.000+0000,142
Delhi,2018-04-09T00:00:00.000+0000,133
Delhi,2018-04-10T00:00:00.000+0000,205
Delhi,2018-04-11T00:00:00.000+0000,179
Delhi,2018-04-12T00:00:00.000+0000,135
Delhi,2018-04-13T00:00:00.000+0000,201
Delhi,2018-04-14T00:00:00.000+0000,233
Delhi,2018-04-15T00:00:00.000+0000,240
Delhi,2018-04-16T00:00:00.000+0000,296
Delhi,2018-04-17T00:00:00.000+0000,266
Delhi,2018-04-18T00:00:00.000+0000,216
Delhi,2018-04-19T00:00:00.000+0000,242
Delhi,2018-04-20T00:00:00.000+0000,271
Delhi,2018-04-21T00:00:00.000+0000,444
Delhi,2018-04-22T00:00:00.000+0000,302
Delhi,2018-04-23T00:00:00.000+0000,197
Delhi,2018-04-24T00:00:00.000+0000,242
Delhi,2018-04-25T00:00:00.000+0000,287
Delhi,2018-04-26T00:00:00.000+0000,329
Delhi,2018-04-27T00:00:00.000+0000,351
Delhi,2018-04-28T00:00:00.000+0000,288
Delhi,2018-04-29T00:00:00.000+0000,259
Delhi,2018-04-30T00:00:00.000+0000,221
Delhi,2018-05-01T00:00:00.000+0000,173
Delhi,2018-05-02T00:00:00.000+0000,161
Delhi,2018-05-03T00:00:00.000+0000,167
Delhi,2018-05-04T00:00:00.000+0000,146
Delhi,2018-05-05T00:00:00.000+0000,174
Delhi,2018-05-06T00:00:00.000+0000,280
Delhi,2018-05-07T00:00:00.000+0000,243
Delhi,2018-05-08T00:00:00.000+0000,252
Delhi,2018-05-09T00:00:00.000+0000,168
Delhi,2018-05-10T00:00:00.000+0000,218
Delhi,2018-05-11T00:00:00.000+0000,292
Delhi,2018-05-12T00:00:00.000+0000,330
Delhi,2018-05-13T00:00:00.000+0000,285
Delhi,2018-05-14T00:00:00.000+0000,174
Delhi,2018-05-15T00:00:00.000+0000,173
Delhi,2018-05-16T00:00:00.000+0000,194
Delhi,2018-05-17T00:00:00.000+0000,240
Delhi,2018-05-18T00:00:00.000+0000,254
Delhi,2018-05-19T00:00:00.000+0000,270
Delhi,2018-05-20T00:00:00.000+0000,231
Delhi,2018-05-21T00:00:00.000+0000,208
Delhi,2018-05-22T00:00:00.000+0000,207
Delhi,2018-05-23T00:00:00.000+0000,306
Delhi,2018-05-24T00:00:00.000+0000,303
Delhi,2018-05-25T00:00:00.000+0000,260
Delhi,2018-05-26T00:00:00.000+0000,244
Delhi,2018-05-27T00:00:00.000+0000,268
Delhi,2018-05-28T00:00:00.000+0000,276
Delhi,2018-05-29T00:00:00.000+0000,303
Delhi,2018-05-30T00:00:00.000+0000,272
Delhi,2018-05-31T00:00:00.000+0000,223
Delhi,2018-06-01T00:00:00.000+0000,196
Delhi,2018-06-02T00:00:00.000+0000,183
Delhi,2018-06-03T00:00:00.000+0000,154
Delhi,2018-06-04T00:00:00.000+0000,170
Delhi,2018-06-05T00:00:00.000+0000,160
Delhi,2018-06-06T00:00:00.000+0000,146
Delhi,2018-06-07T00:00:00.000+0000,166
Delhi,2018-06-08T00:00:00.000+0000,180
Delhi,2018-06-09T00:00:00.000+0000,153
Delhi,2018-06-10T00:00:00.000+0000,153
Delhi,2018-06-11T00:00:00.000+0000,186
Delhi,2018-06-12T00:00:00.000+0000,285
Delhi,2018-06-13T00:00:00.000+0000,453
Delhi,2018-06-14T00:00:00.000+0000,522
Delhi,2018-06-15T00:00:00.000+0000,593
Delhi,2018-06-16T00:00:00.000+0000,531
Delhi,2018-06-17T00:00:00.000+0000,384
Delhi,2018-06-18T00:00:00.000+0000,179
Delhi,2018-06-19T00:00:00.000+0000,146
Delhi,2018-06-20T00:00:00.000+0000,175
Delhi,2018-06-21T00:00:00.000+0000,221
Delhi,2018-06-22T00:00:00.000+0000,249
Delhi,2018-06-23T00:00:00.000+0000,228
Delhi,2018-06-24T00:00:00.000+0000,194
Delhi,2018-06-25T00:00:00.000+0000,168
Delhi,2018-06-26T00:00:00.000+0000,128
Delhi,2018-06-27T00:00:00.000+0000,126
Delhi,2018-06-28T00:00:00.000+0000,99
Delhi,2018-06-29T00:00:00.000+0000,90
Delhi,2018-06-30T00:00:00.000+0000,113
Delhi,2018-07-01T00:00:00.000+0000,102
Delhi,2018-07-02T00:00:00.000+0000,111
Delhi,2018-07-03T00:00:00.000+0000,122
Delhi,2018-07-04T00:00:00.000+0000,128
Delhi,2018-07-05T00:00:00.000+0000,130
Delhi,2018-07-06T00:00:00.000+0000,147
Delhi,2018-07-07T00:00:00.000+0000,155
Delhi,2018-07-08T00:00:00.000+0000,176
Delhi,2018-07-09T00:00:00.000+0000,168
Delhi,2018-07-10T00:00:00.000+0000,140
Delhi,2018-07-11T00:00:00.000+0000,111
Delhi,2018-07-12T00:00:00.000+0000,130
Delhi,2018-07-13T00:00:00.000+0000,109
Delhi,2018-07-14T00:00:00.000+0000,96
Delhi,2018-07-15T00:00:00.000+0000,92
Delhi,2018-07-16T00:00:00.000+0000,95
Delhi,2018-07-17T00:00:00.000+0000,105
Delhi,2018-07-18T00:00:00.000+0000,114
Delhi,2018-07-19T00:00:00.000+0000,106
Delhi,2018-07-20T00:00:00.000+0000,90
Delhi,2018-07-21T00:00:00.000+0000,114
Delhi,2018-07-22T00:00:00.000+0000,87
Delhi,2018-07-23T00:00:00.000+0000,80
Delhi,2018-07-24T00:00:00.000+0000,101
Delhi,2018-07-25T00:00:00.000+0000,90
Delhi,2018-07-26T00:00:00.000+0000,90
Delhi,2018-07-27T00:00:00.000+0000,68
Delhi,2018-07-28T00:00:00.000+0000,71
Delhi,2018-07-29T00:00:00.000+0000,100
Delhi,2018-07-30T00:00:00.000+0000,122
Delhi,2018-07-31T00:00:00.000+0000,135
Delhi,2018-08-01T00:00:00.000+0000,155
Delhi,2018-08-02T00:00:00.000+0000,215
Delhi,2018-08-03T00:00:00.000+0000,228
Delhi,2018-08-04T00:00:00.000+0000,215
Delhi,2018-08-05T00:00:00.000+0000,234
Delhi,2018-08-06T00:00:00.000+0000,166
Delhi,2018-08-07T00:00:00.000+0000,123
Delhi,2018-08-08T00:00:00.000+0000,108
Delhi,2018-08-09T00:00:00.000+0000,102
Delhi,2018-08-10T00:00:00.000+0000,111
Delhi,2018-08-11T00:00:00.000+0000,106
Delhi,2018-08-12T00:00:00.000+0000,92
Delhi,2018-08-13T00:00:00.000+0000,102
Delhi,2018-08-14T00:00:00.000+0000,122
Delhi,2018-08-15T00:00:00.000+0000,128
Delhi,2018-08-16T00:00:00.000+0000,109
Delhi,2018-08-17T00:00:00.000+0000,109
Delhi,2018-08-18T00:00:00.000+0000,90
Delhi,2018-08-19T00:00:00.000+0000,100
Delhi,2018-08-20T00:00:00.000+0000,138
Delhi,2018-08-21T00:00:00.000+0000,105
Delhi,2018-08-22T00:00:00.000+0000,91
Delhi,2018-08-23T00:00:00.000+0000,86
Delhi,2018-08-24T00:00:00.000+0000,89
Delhi,2018-08-25T00:00:00.000+0000,100
Delhi,2018-08-26T00:00:00.000+0000,85
Delhi,2018-08-27T00:00:00.000+0000,82
Delhi,2018-08-28T00:00:00.000+0000,81
Delhi,2018-08-29T00:00:00.000+0000,88
Delhi,2018-08-30T00:00:00.000+0000,97
Delhi,2018-08-31T00:00:00.000+0000,127
Delhi,2018-09-01T00:00:00.000+0000,132
Delhi,2018-09-02T00:00:00.000+0000,116
Delhi,2018-09-03T00:00:00.000+0000,89
Delhi,2018-09-04T00:00:00.000+0000,118
Delhi,2018-09-05T00:00:00.000+0000,108
Delhi,2018-09-06T00:00:00.000+0000,137
Delhi,2018-09-07T00:00:00.000+0000,117
Delhi,2018-09-08T00:00:00.000+0000,105
Delhi,2018-09-09T00:00:00.000+0000,86
Delhi,2018-09-10T00:00:00.000+0000,92
Delhi,2018-09-11T00:00:00.000+0000,91
Delhi,2018-09-12T00:00:00.000+0000,96
Delhi,2018-09-13T00:00:00.000+0000,108
Delhi,2018-09-14T00:00:00.000+0000,113
Delhi,2018-09-15T00:00:00.000+0000,126
Delhi,2018-09-16T00:00:00.000+0000,124
Delhi,2018-09-17T00:00:00.000+0000,135
Delhi,2018-09-18T00:00:00.000+0000,154
Delhi,2018-09-19T00:00:00.000+0000,157
Delhi,2018-09-20T00:00:00.000+0000,173
Delhi,2018-09-21T00:00:00.000+0000,155
Delhi,2018-09-22T00:00:00.000+0000,76
Delhi,2018-09-23T00:00:00.000+0000,69
Delhi,2018-09-24T00:00:00.000+0000,63
Delhi,2018-09-25T00:00:00.000+0000,63
Delhi,2018-09-26T00:00:00.000+0000,99
Delhi,2018-09-27T00:00:00.000+0000,151
Delhi,2018-09-28T00:00:00.000+0000,200
Delhi,2018-09-29T00:00:00.000+0000,229
Delhi,2018-09-30T00:00:00.000+0000,176
Delhi,2018-10-01T00:00:00.000+0000,148
Delhi,2018-10-02T00:00:00.000+0000,186
Delhi,2018-10-03T00:00:00.000+0000,160
Delhi,2018-10-04T00:00:00.000+0000,206
Delhi,2018-10-05T00:00:00.000+0000,268
Delhi,2018-10-06T00:00:00.000+0000,237
Delhi,2018-10-07T00:00:00.000+0000,189
Delhi,2018-10-08T00:00:00.000+0000,253
Delhi,2018-10-09T00:00:00.000+0000,269
Delhi,2018-10-10T00:00:00.000+0000,263
Delhi,2018-10-11T00:00:00.000+0000,219
Delhi,2018-10-12T00:00:00.000+0000,163
Delhi,2018-10-13T00:00:00.000+0000,264
Delhi,2018-10-14T00:00:00.000+0000,237
Delhi,2018-10-15T00:00:00.000+0000,253
Delhi,2018-10-16T00:00:00.000+0000,309
Delhi,2018-10-17T00:00:00.000+0000,332
Delhi,2018-10-18T00:00:00.000+0000,330
Delhi,2018-10-19T00:00:00.000+0000,300
Delhi,2018-10-20T00:00:00.000+0000,344
Delhi,2018-10-21T00:00:00.000+0000,325
Delhi,2018-10-22T00:00:00.000+0000,296
Delhi,2018-10-23T00:00:00.000+0000,274
Delhi,2018-10-24T00:00:00.000+0000,354
Delhi,2018-10-25T00:00:00.000+0000,356
Delhi,2018-10-26T00:00:00.000+0000,394
Delhi,2018-10-27T00:00:00.000+0000,396
Delhi,2018-10-28T00:00:00.000+0000,403
Delhi,2018-10-29T00:00:00.000+0000,397
Delhi,2018-10-30T00:00:00.000+0000,456
Delhi,2018-10-31T00:00:00.000+0000,422
Delhi,2018-11-01T00:00:00.000+0000,433
Delhi,2018-11-02T00:00:00.000+0000,391
Delhi,2018-11-03T00:00:00.000+0000,353
Delhi,2018-11-04T00:00:00.000+0000,238
Delhi,2018-11-05T00:00:00.000+0000,424
Delhi,2018-11-06T00:00:00.000+0000,411
Delhi,2018-11-07T00:00:00.000+0000,317
Delhi,2018-11-08T00:00:00.000+0000,452
Delhi,2018-11-09T00:00:00.000+0000,487
Delhi,2018-11-10T00:00:00.000+0000,430
Delhi,2018-11-11T00:00:00.000+0000,454
Delhi,2018-11-12T00:00:00.000+0000,437
Delhi,2018-11-13T00:00:00.000+0000,454
Delhi,2018-11-14T00:00:00.000+0000,361
Delhi,2018-11-15T00:00:00.000+0000,251
Delhi,2018-11-16T00:00:00.000+0000,302
Delhi,2018-11-17T00:00:00.000+0000,292
Delhi,2018-11-18T00:00:00.000+0000,330
Delhi,2018-11-19T00:00:00.000+0000,340
Delhi,2018-11-20T00:00:00.000+0000,367
Delhi,2018-11-21T00:00:00.000+0000,396
Delhi,2018-11-22T00:00:00.000+0000,317
Delhi,2018-11-23T00:00:00.000+0000,356
Delhi,2018-11-24T00:00:00.000+0000,296
Delhi,2018-11-25T00:00:00.000+0000,266
Delhi,2018-11-26T00:00:00.000+0000,349
Delhi,2018-11-27T00:00:00.000+0000,396
Delhi,2018-11-28T00:00:00.000+0000,363
Delhi,2018-11-29T00:00:00.000+0000,384
Delhi,2018-11-30T00:00:00.000+0000,365
Delhi,2018-12-01T00:00:00.000+0000,335
Delhi,2018-12-02T00:00:00.000+0000,329
Delhi,2018-12-03T00:00:00.000+0000,356
Delhi,2018-12-04T00:00:00.000+0000,394
Delhi,2018-12-05T00:00:00.000+0000,374
Delhi,2018-12-06T00:00:00.000+0000,385
Delhi,2018-12-07T00:00:00.000+0000,376
Delhi,2018-12-08T00:00:00.000+0000,366
Delhi,2018-12-09T00:00:00.000+0000,389
Delhi,2018-12-10T00:00:00.000+0000,431
Delhi,2018-12-11T00:00:00.000+0000,464
Delhi,2018-12-12T00:00:00.000+0000,443
Delhi,2018-12-13T00:00:00.000+0000,264
Delhi,2018-12-14T00:00:00.000+0000,248
Delhi,2018-12-15T00:00:00.000+0000,274
Delhi,2018-12-16T00:00:00.000+0000,295
Delhi,2018-12-17T00:00:00.000+0000,338
Delhi,2018-12-18T00:00:00.000+0000,370
Delhi,2018-12-19T00:00:00.000+0000,370
Delhi,2018-12-20T00:00:00.000+0000,423
Delhi,2018-12-21T00:00:00.000+0000,422
Delhi,2018-12-22T00:00:00.000+0000,468
Delhi,2018-12-23T00:00:00.000+0000,557
Delhi,2018-12-24T00:00:00.000+0000,577
Delhi,2018-12-25T00:00:00.000+0000,475
Delhi,2018-12-26T00:00:00.000+0000,405
Delhi,2018-12-27T00:00:00.000+0000,458
Delhi,2018-12-28T00:00:00.000+0000,413
Delhi,2018-12-29T00:00:00.000+0000,420
Delhi,2018-12-30T00:00:00.000+0000,484
Delhi,2018-12-31T00:00:00.000+0000,509
Delhi,2019-01-01T00:00:00.000+0000,475
Delhi,2019-01-02T00:00:00.000+0000,501
Delhi,2019-01-03T00:00:00.000+0000,537
Delhi,2019-01-04T00:00:00.000+0000,432
Delhi,2019-01-05T00:00:00.000+0000,440
Delhi,2019-01-06T00:00:00.000+0000,371
Delhi,2019-01-07T00:00:00.000+0000,331
Delhi,2019-01-08T00:00:00.000+0000,340
Delhi,2019-01-09T00:00:00.000+0000,321
Delhi,2019-01-10T00:00:00.000+0000,317
