PM2_5,PM10,NO,NO2,NH3,CO,SO2,O3
123,171,2.25,47.25,18.7,1.29,8.9,23.55
120.75,173.25,2.17,49.77,18.5,0.29,9.03,22.08
125.25,170.25,1.7,54.52,18.2,0.24,10.57,25
122.75,168.75,1.45,50.1,17.95,0.12,8.32,28.4
120,167.75,2.17,69.03,16.88,0.21,9.65,17.12
111,151,2.4,48.4,17.27,1.03,10.65,17.12
102.25,133.5,2.02,48.45,17.15,1.08,9.5,13.72
98.75,138.25,3.28,54.42,17.05,1.08,8.12,8.83
80.5,112,2.77,45.08,17.95,0.86,11.75,8.83
73.5,97.75,3.25,44.55,17.83,1.25,9.97,11.3
110.25,147,3.7,48.27,17.45,1.2,9.47,17.65
137,181.25,2.52,49.27,16.8,1.34,10.1,35.77
142,187,2.3,63.2,11.5,0.49,17.75,45.05
135.75,189.75,1.55,88.47,4.3,1.09,16.95,46.05
120.75,174,2.35,78.45,5.2,0.86,22.52,46.02
105,156,2.8,78.67,5.8,0.96,32.38,49
125,186,1.6,33.8,23.7,0.18,27.3,45.1
122,187.25,2.88,45.47,23.15,0.15,25.23,31.35
113,191,3.95,59.35,25.55,0.2,17.5,19.6
109.75,201.5,4.45,61.93,23.23,0.23,16.5,16.67
119.25,216.75,4.78,59.67,20.53,1.48,12.1,18.6
138.25,240.5,10.68,81.25,18.42,1.6,7.65,10.78
158.25,260.75,12.55,88.53,17.25,1.57,3.8,10.28
162,236,9.62,71.08,17.18,1.61,4.35,16.15
145,194,4.65,67.47,18.15,0.74,10.57,20.6
136,191,1.73,64.78,20.2,0.45,10.85,19.6
125.5,164,3.33,66.12,23.9,0.72,9.22,10.75
128.5,162,3.58,71.8,23.1,0.73,9,12.25
125,165.5,6.1,70.75,24.4,0.71,10.3,10.28
117.75,174,4.67,55.92,24.5,0.74,10.1,11.28
103,150.25,14.1,71.33,20.05,0.87,11.5,6.85
70,97,13.93,73.45,16.18,0.85,9.3,4.9
67,90.75,11.15,59.05,16.8,1,10.05,9.32
80,101.5,7.05,53.92,17.3,1.15,9.4,13.25
101.5,141.75,4.67,52.92,17.68,1.1,13.45,27.45
99.75,153.5,2,45.5,17.75,1.48,26.33,45.08
89.75,137.25,2.33,46.95,17.25,0.56,63.62,39.7
89,138,2.9,70.6,11.7,0.66,145.1,39.2
92,164.5,3.65,71.9,12.2,0.58,115.5,40.2
87.75,162.5,4.25,56.72,17.15,0.14,69.08,41.68
89,143.25,3.42,54.55,17.7,0.41,30.43,38.7
87.25,146.75,4.72,73.85,16.6,0.29,19.8,25.48
97.75,194.5,4.75,65.3,20.95,0.63,15.7,17.65
120.25,222,4.27,51.85,19.8,1.31,13.18,21.08
125.75,190.25,4.78,65.42,19.3,0.82,9.9,17.68
123,190.75,6.15,74.78,18.25,0.93,6.75,14.72
128,205,7.67,60.05,22.82,0.82,8.43,14.2
131.25,188,3.05,43.98,23.62,1.1,4.07,19.62
119.5,160.5,2.55,46.3,23.6,1.28,6.75,19.1
113.25,163.75,18.95,77.2,23.8,1.5,11.73,13.25
124,198,33.55,94,24.75,0.84,10.02,6.85
116.75,171.75,16.02,83.6,24.17,0.36,8.9,12.75
115,156,15.57,64.65,26.2,0.9,8.78,4.45
118,162,26.5,55.47,29.55,0.73,10.95,8.35
122.25,178.5,38.45,59.3,30.18,1.08,9.32,4.88
124.75,172.75,51.8,57.25,34.83,1.11,4.38,4.88
120.5,169.75,20.48,43.65,30.5,0.57,3.02,8.32
120.25,180.25,11.62,40.75,28.9,0.64,4.4,15.2
118.25,193,3.95,32.28,25.18,0.28,0.7,32.82
100.75,157.25,2.2,32.35,23.25,0.53,5.88,45.08
100.5,156.75,1.85,67.85,9.6,0.63,13.45,55.38
99.75,151.25,2.8,63.9,11.75,0.51,18.17,55.85
91.75,143,2.93,57.57,16.07,0.05,46.05,51.92
85,132,2.75,48.45,18.45,0.7,20.33,52.42
78.25,126.75,2.78,43.17,19.58,1,18.25,47.02
84.25,136.75,5.62,54.43,20.17,1.01,17.4,30.87
83.5,171.25,7.43,79.02,19.18,1.03,14.43,24
93,204.5,6.73,67.22,19.35,1.26,13.6,24.5
110.75,224.25,12.43,82.97,21.45,0.01,12.82,9.8
117,266,13.43,88.78,19.05,0,10.07,7.83
112,194.5,19.2,85.1,17.62,0.04,7.55,12.25
115.75,177,16.3,96.57,18.27,0,5.03,8.8
116.25,183.75,26.07,102.62,18.45,1.56,8.12,8.8
115,214,22.15,103.25,18.17,1.71,7.3,7.35
122.5,215,10.15,106.18,12.9,1.62,8.95,16.7
113.5,200,50.83,107.33,18.2,1.7,14.07,4.9
117.5,179,59.35,113.8,22.55,0.77,9.1,6.35
109.75,176.75,48.35,103.55,18.3,0.76,6.47,6.85
108.75,150,90.45,91.03,18.48,0.76,11.03,12.25
87.75,137.25,27.72,68.5,16.9,0.77,8.05,8.32
84,123.5,11.38,58.12,17.88,0.65,9,5.88
96.75,150.5,8.55,60.7,17.35,0.51,16.77,14.2
104.5,166.5,3.88,51.38,17.1,0.47,18.75,32.85
91.5,142.75,2.4,41.25,18.45,0.59,17.8,45.1
84,130,2.2,44.95,16.75,0.46,27.38,44.58
80,132,2.75,49.7,17.6,0.45,61.25,44.1
86.25,125.25,2.92,44.73,15.43,0.57,14.5,45.55
73.5,109.5,2.8,45.23,14.93,0.75,10.23,45.1
68.25,106.75,3,47.62,15.75,0.79,10.68,43.15
69.25,120.5,3.77,55.6,17.02,0.86,8.88,33.33
81.75,164,5.42,80.62,17.25,0.9,22.3,24
89.5,208.5,2.8,66.38,17.82,1.14,22.12,28.4
92.25,176.25,3.42,63.7,15.03,1.4,24.45,19.6
104.5,164.75,2.77,57.85,15.75,1.31,20.6,19.12
102,165,4,61.73,16.9,1.41,21.2,15.22
99.25,161.75,2.08,57.83,17.42,1.04,21.42,19.1
100,144,12.4,76.93,18.7,0.32,12.25,16.18
100,150.25,15.45,122.42,17.82,0.32,11.93,7.35
96.75,149.5,3.02,62.77,17.75,0.34,12.23,23.5
89,122.5,19.73,84.35,18,0.23,13.57,18.6
92,129.75,8.45,75.67,18.57,0.78,12.43,10.78
77.5,103.5,7.6,62.58,18.38,0.79,11,8.32
64.75,84.25,16.15,63.72,20.62,0.76,9.95,6.85
87.75,107.25,7.45,65.45,17.15,0.91,10.52,6.85
118,148.25,15.65,67.38,17.52,0.97,11.43,4.43
102.5,157.5,7.33,58.73,18.12,0.79,12.53,17.15
102.25,169,4.75,50.85,18.7,0.57,12.4,32.33
104.25,153.25,3.15,46.75,18.4,0.77,19.08,47.52
97.25,149.25,3.75,48.8,17.75,0.64,20.65,46.52
90.5,144,3.77,82.58,11.6,0.73,22.12,52.92
81.75,134,4.78,49.02,17,0.69,16.23,45.55
79.75,130,3.55,38.33,18.67,0.06,18.52,41.65
67,122.5,6.27,46.1,21.57,0.11,17.18,33.3
70.25,146,6.05,61.12,20.3,0.05,13.47,26.48
81,170.5,5.95,47.4,21.05,0.3,13.7,28.4
85.25,149.75,3.1,43.62,21.15,0.36,14.3,33.32
91.75,145.5,7.7,85.85,20.8,0.39,13.88,16.15
102.75,177.5,8.32,83.07,20.43,0.46,13.27,14.68
112.5,196.5,10.97,85.62,19,0.69,12.88,13.72
116.25,198.5,16.7,88.75,20.05,0.93,11.03,10.3
119,217,26.6,85.88,21.75,1,13.4,8.3
133.25,238.75,71.73,98.33,19.9,0.88,13.32,7.8
128.5,220.25,28.38,97.9,18.9,0.84,12.98,4.9
123.75,192.25,59.8,84.55,19,0.75,12.48,10.3
128.5,206.5,70.95,91.22,19.45,0.7,9.9,6.88
116,179.75,58.75,90.28,20,0.72,6.6,6.82
115.25,181.5,45.6,71.78,18.2,0.76,5.55,7.83
124,207.75,28.98,71.97,19.9,0.83,7.45,6.85
102.25,153.25,6.17,46.03,20.3,0.53,13.72,27.43
100.5,147.25,6.68,60.65,17.35,0.71,10.75,36.27
99.75,149.75,3.9,53.15,16.8,0.41,19.62,47.02
89,132,3.58,58.43,12.6,0.18,20.82,46.05
77.5,120,4.35,38.23,22.32,0.7,24.8,45.58
77.5,126.75,3.18,28.52,22.67,0.31,24.27,44.1
71.5,121.5,3.65,26.1,24.85,0.4,22.48,43.12
68.75,127,3.42,27.62,23.73,1.35,17.38,34.77
73,130.75,3.05,30.05,23.03,1.38,18,33.82
70.5,136.25,4.4,32.5,22.95,1.35,13.75,32.82
75,147,4.35,45.88,21.5,1.35,12.6,26.92
89,150.75,4.8,42.88,21.7,1.26,7.53,29.4
102.5,150.5,2.8,34.38,21.32,1.21,7.57,37.23
94.5,141.75,7.48,52.75,22.95,1.2,6.72,27.45
84,138,10.3,91.6,16.2,1.29,12.05,26.45
89.5,136,4.5,58,22.8,0.61,16,22.55
92.25,135,2.52,37.27,21.05,0.57,11.55,30.37
80,113,2.78,73.7,12,0.44,16.55,39.2
47.25,86.25,2.73,53.98,15.7,0.16,8.6,37.2
40,80.5,2.75,45.88,18.52,0.35,8.3,37.7
44.5,91,3.08,30.72,22.07,0.82,12.15,36.73
49.5,103.25,3.62,30.12,22.27,0.46,12.72,30.38
51.5,122,3.47,23.9,25.25,0.59,14.35,22.02
54,131.5,2.7,26.18,24.98,0.64,13.8,24.98
59.5,127.25,3.38,24.55,24.75,0.59,12.48,29.4
59.75,116,4.4,31.7,25.2,0.34,12.62,23.02
65.75,132.25,4,31.93,24.18,0.47,12.7,23.55
70,123.25,3.2,35.2,23.78,0.54,12.97,22.52
73.5,117.25,2.6,34.98,24.32,0.57,12.12,21.55
61.75,118,2.2,23.38,22.75,0.66,13.8,29.92
52.75,82,1.95,28.55,23.05,0.66,13.12,21.1
67,116.25,2.65,47.02,22.4,0.59,12.3,15.7
79.5,133,5.42,48.65,22.05,0.63,12.57,3.9
82.25,124.5,4.42,45.82,21.1,0.64,12.15,9.3
81.5,120.25,6.35,51.32,21.55,0.74,12.5,9.78
89,143.75,30.38,58.9,21.5,0.81,11.45,4.43
95.75,151.25,23.45,61.27,19.1,1.09,7.95,3.45
89.25,129.25,12.95,53.77,19.35,0.94,5.03,13.7
90,124,3.8,41.55,20.35,1.09,3.17,26.42
77.25,125.5,3.5,34.4,20.57,0.71,2.75,31.37
52.5,99.5,2.85,36.9,18.5,3.24,21.7,37.23
47.5,87.5,14.7,69.45,16.65,0.9,12.9,30.85
50.25,84.5,3.12,65.9,12.4,1.02,6.25,35.3
46,92.5,3.4,34.08,21.25,0.29,8.55,24
47.5,104.75,3.08,24.12,24.2,0.41,17.42,19.6
44,111,3.3,25.68,24.57,0.43,13.4,20.1
38.5,102.5,3.75,26.42,24.3,0.33,13.6,21.58
41,92.75,3.48,24.65,23.88,1.21,13.55,17.12
45,88.25,4.55,29.43,23.6,1.23,13.5,9.3
47.75,90.75,4.57,34.15,22.88,1.28,12.68,12.72
46.75,76,6.88,44.85,22.35,1.5,12.77,11.3
43.5,67.75,4.38,40.33,21.92,0.85,11.43,13.25
35.5,60.75,2.88,32.55,20.82,0.85,11.02,15.18
34,59.25,1.9,27.92,21.1,0.89,10.38,18.6
33,56,1.97,26.88,20.8,0.71,10.7,3.9
30.75,54,2.12,25.98,21.33,0.56,11.22,14.68
35,59,2.62,34.65,20.55,0.67,11.5,14.2
45.25,75,4.55,45.62,19.73,0.81,12.05,8.32
55.75,103.5,10.95,43.67,19.85,0.6,12.12,5.88
48.5,93.25,8.45,40.4,19.68,0.49,12.58,9.3
45.5,75,3.42,32.05,20.12,0.34,13.35,21.6
39.25,70.5,2.42,30.52,20.1,0.43,12.45,29.4
32.5,63.25,2.4,32.75,19.2,2.97,12.55,37.73
28.75,64,1.82,25.52,22.95,0.71,19.68,19.6
28,61,3.35,31.12,21.88,1.12,21.55,13.73
26,57,2.4,19.9,24.1,0.95,13.2,15.7
30,59,2.3,20.25,23.68,0,13.38,16.17
19.75,35,2.42,19.98,23.03,0,14.5,17.15
14,33,1.8,19.05,23.12,0,14.35,18.62
15,31,1.85,19.55,22.75,0,14.2,18.6
16.25,29.25,3.08,25.88,22.57,0,9.02,13.22
18.25,36.25,4.03,31.05,22.08,0,8.47,11.78
21.5,39.5,4.08,32.27,22.12,0.21,7.62,12.75
19.75,47.25,3.38,30.53,21.7,0.03,6.67,18.62
17.25,45.5,2.48,25.3,22.12,0,4.1,25.5
13.75,40.5,2.35,25.6,21.35,0.23,5.85,24.5
18.5,47.5,2.3,23.55,21.65,0.54,9.53,27.92
16.75,44.75,2.65,24.7,21.95,0.43,8.07,23.05
15.25,42.5,2.68,22.9,22.27,0.46,7.78,22.05
13.75,46,2.42,20.62,23.02,0.65,7.28,21.6
14.75,43,3.6,22.3,23.3,0.98,7.4,22.02
11.25,42.75,2.38,18.6,23.85,1.06,8.6,20.1
11.25,40.5,2,15.62,24.42,1.13,9.85,21.1
10.75,39,1.85,17.92,24.5,1.13,10.45,13.72
15,43.5,2.25,17.57,24.12,0.01,9.48,16.65
12,33.25,2.1,18.27,24.38,0,8.4,16.17
11.25,39,2.23,17.35,24.45,0,7.97,19.6
9,27,1.8,15.92,24.5,0,5.12,19.58
8.5,23.25,1.85,15.32,24.48,0.49,8.07,18.15
10,24,1.32,16.45,24.4,0.51,8.35,16.15
10.5,24.5,1.43,17.07,24.2,0.71,8,18.6
11.75,33.25,2.62,29.2,24.08,0.04,9.15,5.4
15.5,46.5,3.62,31,23.67,0.07,8.1,9.3
19.5,49,3.65,26.2,23.52,0.14,14.93,11.28
22,52.5,3.47,25.98,23.55,0.39,15.45,11.28
32.5,55.25,3.62,25.52,23.22,0.42,13.75,15.18
29.5,58,3.27,24.25,23.23,0.37,18.43,25.98
33,55.5,2.35,23.42,22.93,0.34,16.8,27.45
30,58,2.25,24.1,22.75,0.39,19.32,33.82
27.25,60.25,2.9,74.95,5.17,0.76,10.03,31.85
24.5,61,2.58,52.95,14.08,1.13,4.85,23.02
40.75,71.25,2.28,24.07,23.8,0.14,8.15,23.52
41.5,74.25,1.92,20,24.55,0.14,7.6,24.5
43.25,68.25,2.75,22.2,23.9,0.53,7.75,19.12
36.5,54.5,2.6,30.25,22.33,0.69,8.5,21.07
38.5,46.25,2.2,46.7,16.27,0.28,9.93,20.57
33.5,45.75,2.05,25.85,24.02,0.29,13.7,10.75
42.25,51,1.52,24.48,24.32,0.71,12.85,10.28
43.75,51,1.55,22.85,24,0.63,13.95,32.35
38.75,60.75,1.45,22.05,24.23,0.74,15.35,23.52
44.5,83.25,1.5,22.98,23.93,0.73,16.57,23.52
44.25,61.75,1.35,17.68,23.92,0.57,11.43,27.45
38.25,53.75,1.35,20.32,23.95,0.47,10.48,27.92
34.25,40.25,1.27,20.67,22.95,0.55,10.77,29.4
30.25,39.75,1.52,18.45,23.57,0.79,9.9,11.8
35.25,45.25,1.38,18.75,23.58,1.05,10.28,21.1
39,46,1.45,20.48,23.1,0.99,10.07,21.58
37.5,44,1.55,19.05,23.23,1.06,11.75,22.02
34.75,41.25,2.67,20.75,23.55,1.07,12.9,15.65
40,50.75,3.1,25.05,23.05,0.96,13.03,13.72
40.5,54,3.85,28.4,22.68,1.02,12.93,15.67
42,66,4.45,42.33,19.3,1.12,13.9,29.9
50.5,95,2.55,67.1,8.4,4.67,18.55,29.4
61,88.25,13.88,93.92,11.7,1.52,50.28,26.95
60.25,95,5.3,76.5,12.65,1.62,59.32,28.4
58.25,97.75,3.67,70.3,13.62,1.51,20.2,26.42
60.5,106.5,6.5,76.82,14.73,1.36,15.47,18.62
66,100.75,10.25,122.7,6.23,1.31,10.95,18.12
70.5,81,15.2,122.5,10.85,2.25,12.75,14.2
77,89.75,24.85,143.52,8.58,2.67,8.32,10.8
80.25,94.25,8.7,151.8,2,2.21,2.3,13.25
70.25,80.75,5,55.55,18.1,0.3,11.52,9.8
63.75,72.5,2.8,45.48,18.12,0.38,11.8,17.62
61.25,69.5,2.83,37.88,20.1,0.46,10.4,10.3
65,74,3.1,53.5,19.6,1.16,11.2,13.22
60.25,64.25,2.5,42.57,20.02,1.01,11.77,9.78
59,68,1.85,45.73,19.57,1.15,12.9,11.75
61.25,67.25,1.95,48.58,19.38,1.25,13.25,9.8
56.5,62.5,3.05,52.3,18.88,0.96,14.53,2
48,56.75,2.45,45.7,18.82,0,12.97,10.78
41.25,56.75,2.55,45.08,18.77,0,12.95,9.83
28,39.25,3.58,46.33,18.93,0,15.05,8.32
25,36.25,8.5,47.9,19.27,0.14,15.72,4.9
37,49.25,7.15,46.8,17.62,1.17,15.92,6.85
47.5,72.5,8.8,51.05,17.55,1.23,20.35,11.75
57.5,91,20.75,74.8,19.12,1.21,67.1,16.18
66,133,13.3,82.25,14.25,0.66,171.8,25
61,115.25,15.12,110.9,7.1,1.63,106.9,48.5
61,107,4.1,67.78,11.27,1.3,40.45,62.73
51.5,78.25,3.12,43.5,17.83,1.42,18.93,33.8
53.5,78.75,3.08,46.83,15.97,1.06,14.98,48.5
55,81,2.15,51,14.72,0.51,17.9,60.28
55.25,92.5,2.85,39.82,20.3,0.69,6.28,43.6
59.25,115,3.75,49.77,19.77,0.83,14.1,44.58
69.5,163,4.32,62.42,20.43,0.84,14.8,30.38
69.75,162.5,7.95,73.1,18.45,1.86,14.17,26.95
62,127,3.95,58.78,18.92,1.57,14.05,40.15
51.75,115.75,2.2,59.95,19.67,1.76,13.72,29.38
54.25,130,2.6,53.98,19.4,1.41,12.25,26.95
45,84.75,2.23,49.27,20.32,0,12.77,23.05
42.75,84,2.35,49.67,20.92,0.02,13.65,25.98
44,80.5,2.1,42.77,20.93,0.09,13.88,30.35
40,69.25,1.83,40.8,20.7,0.58,13.75,28.4
35.75,63,2.5,43.83,21.65,0.21,12.95,20.07
33.25,55.25,2.6,36.33,21.5,0.3,12.48,20.1
38.5,66.75,3.52,41.08,21.57,0.42,12.25,15.17
42,66.5,4.9,43.33,21.33,0.4,12.18,17.62
40.5,78.25,5.65,41,21.15,0.8,13.15,25.5
40.75,84.75,6.2,42.12,20.55,0.97,14.4,33.82
46.25,100,7.57,58.85,18.1,1.52,19.35,39.7
44.75,116.5,9,85.6,11.05,5.44,36.95,48.52
37.75,98.25,18.45,142.12,0.3,1.39,132.88,52.45
40,89.25,8.05,123.12,2.65,0.99,154.82,57.83
46.25,99,4.97,96.65,5.53,0.67,27.8,74.47
37.5,78.5,5.5,54.5,19.65,0.38,17,69.1
37,72.5,4.65,44.92,22.43,1.14,17.88,67.62
39.5,79.5,4.8,52.23,20.1,1.52,17.1,62.73
43.5,114,5.18,74.07,22.9,1.97,16.07,37.22
63.75,189.25,13.93,99.92,18.85,1.98,15.75,19.6
75.75,168.25,16.88,104.58,17.68,0.83,15.75,21.57
82.25,157,4.92,81.17,17.52,0.65,14.85,26.95
96.5,156.25,3.1,66.25,15.97,0.7,14.15,31.85
101,154,2.92,62.92,15.45,0.83,13.43,28.9
115,151,1.67,56.22,15.68,0.96,13.07,46.08
88.75,131,1.55,52.92,15.52,1,12.42,47.02
87.5,119.25,1.85,52.75,14.28,1.21,12.53,52.9
85.75,122,1.48,59.83,13.12,1.3,13.95,12.75
84.75,132,2.58,68.33,12.85,2.33,14.53,15.68
83,141.5,7.5,78.15,12.38,2.47,13.75,8.82
80,134,15.3,85.3,11.32,2.59,13.05,8.8
100,197,22.5,91.75,10.55,2.33,13.15,12.75
94.75,170.5,7.68,79.53,8.6,0.39,15.25,48
79,125.75,2.62,68.5,10.75,0.27,17.77,56.35
77.75,132,3.52,68.4,11.03,0.19,20.75,59.77
75.25,133.5,3,75.35,8.3,4.86,22.05,74.95
78.25,127.25,11.9,106.47,7.2,0.18,21.77,78.4
77.25,123.75,3.42,85.4,5.12,0.61,22.4,79.9
81,129,3.58,84.03,7.58,0.6,21.48,82.3
112.25,127,4.38,68.93,12.28,0.67,19.6,80.38
74.75,123.25,3.12,67.28,12.35,0.79,14.32,74
77.25,123.75,3.03,63.95,13.68,1.77,12.82,56.35
78,133,3.9,64.53,14.3,1.95,13.93,54.88
82,147,6.05,85.15,15.05,2.27,13.85,36.73
89.75,168.75,3.45,72.22,14.18,1.18,13.2,41.18
74,130.5,3.23,63.6,14.62,1.49,12.6,48.03
62.75,115.25,3.17,61.33,15.72,1.22,12.2,45.55
56,110,2.98,59.1,14.8,1.1,12.6,48.98
62.5,101,2.57,56.9,14.85,1.34,10.97,38.7
63.25,107,5.4,73.72,16.05,2.09,10.9,26.95
62,120.25,5.33,75.5,13.53,1.8,10.65,33.3
63,102,2.17,74.4,14.47,1.23,10.5,14.7
56.5,89,2.5,64.53,15.23,0.92,10.47,27.43
58.5,92.25,4.1,68.35,15.38,1.13,10.93,26.95
71.5,120,5.57,81.25,13.53,1.55,11.47,16.15
89.25,162.5,21.1,87.57,14.15,1.27,11.7,5.38
88.75,146.25,15.73,81.8,12.35,2.06,12.03,30.38
73.75,119,4.72,71.67,12.35,1.53,15.28,63.7
67.5,116,4.22,66.28,13.62,0.91,14.3,65.65
66.25,114.25,2.3,65.8,12.65,0.79,15.3,79.38
58,104.25,12,123.12,5.3,1.23,13.5,76.93
50.5,90.25,3,52.95,16.65,0.91,16.65,71.53
55.5,91.5,2.45,42.52,20.48,0.24,18.55,70.07
57,93,3.17,54.02,18.65,0.56,23.2,73
55.5,103.25,4.05,57.27,19.9,0.8,22.57,69.57
60,110,5.62,70.28,16.82,0.85,22.35,60.27
55,117,3.8,64.8,17.2,0.95,18.05,54.9
59,115,3.5,53.2,18.2,0.56,6.2,49
60,116,3.75,56.1,18.2,0.3,6,46.02
61,116.75,4.28,66.9,17.83,0.23,4.42,42.62
56,111.5,3.77,76.2,18.52,0.34,2.88,25
62.75,125.75,15.07,91.3,17.75,1.2,8.9,14.2
75,158.5,37.2,122.07,16.67,1.48,10.25,6.85
77,161,58.58,122.45,13.6,1.59,11.7,8.8
77.75,144,79.55,123.7,15.12,1.48,11.35,2
92.5,170,92.38,125.17,15.18,0.72,9.88,6.38
99.5,178.75,118.35,135.17,14.47,0.58,11.18,6.88
87.5,149.5,96.42,118.7,12.33,0.62,9.38,6.38
84.75,132.25,81.7,105.65,13.25,0.76,7.4,5.88
86.5,163.25,52.92,98.88,12.3,2.61,7.6,17.62
72.5,121,16.57,80.05,13.38,2.88,9.57,41.12
62,100,3.6,101.85,5.6,3.34,26.1,80.35
70.75,128.5,2.1,67.9,13.05,5.19,27.55,69.6
64.25,107.5,11.25,95.47,8.35,0,16.35,79.88
63.25,109,2.33,58.62,12.4,0.52,11.05,73.47
58,100.25,2.23,48.67,15.78,0.51,8.17,72.53
58,98,1.98,46.1,16.23,0.6,3.62,72.03
57.75,91.25,2.45,47.4,16.18,0,2.5,70.05
58.75,101.5,3.72,50.12,16.3,0,2.48,60.25
64.5,114.5,2.52,60.55,14.05,0,13.72,52.92
66,122,2.9,57.25,16.75,0,13.8,63.7
66.5,138.5,3.88,62.23,15.9,0.98,12.62,50
70,134,3.75,71.28,15.4,1.12,10.85,40.2
74.75,125,3.85,73.5,15.22,0.99,7.5,38.73
73.25,134.5,2.48,79.67,15.8,1.12,8.8,26.48
77.75,154.5,2.4,78.55,15.12,0.72,16.15,32.32
77.25,143,3.03,83,15.2,1,17.23,18.1
97.75,187.5,8.1,102.52,14.25,1.18,17.68,6.85
97.75,170.25,18.02,95.88,12.33,0.95,20.98,5.88
94,169.5,18.38,91.18,12.6,1.23,22.53,7.35
93.75,150.5,19.7,89.22,12.03,1.58,14.78,9.3
89.5,128.25,11.43,74.05,11.9,2.05,12.5,15.18
79,111,4.53,66.12,12.75,2.61,13.07,28.9
79,111,2.67,59.08,13.35,2.88,14.32,43.12
71,113.75,2.28,53.65,13.75,2.56,14.8,75.45
61.5,102.25,1.75,51.15,13.65,1.81,14.28,88.7
58.25,98.75,2.3,57.33,12.72,1.14,16.78,83.3
53,104,2.55,57.7,12.45,0.66,19.45,85.72
60.25,105,2.1,54.58,12.7,0.8,22.55,83.3
58,104,2.75,52.82,13.73,0.63,21.07,84.78
61.5,103.25,2.05,55.2,12.77,0.41,22.08,82.3
72.75,112.75,2.4,56.7,13.28,0.55,17.48,76.45
75.5,122,2.7,59.77,14.12,0.66,21,72.53
78.5,128.5,2.58,61.48,14.47,0.6,19.75,49
80.5,132.25,2.08,55.35,14.45,1.09,18.95,57.8
73,111.75,2.33,51.4,14.8,1.21,20.05,54.88
78,122.25,3.93,69.33,15.23,1.54,19.52,32.35
93,156,1.57,71.6,13.8,1.53,20.1,66.15
88.25,129,1.95,62.05,13.35,0.78,15.33,55.38
86.5,129.75,1.8,63.82,13.58,0.72,13.35,47.52
87,136.75,1.65,57,14.07,1.41,12.68,56.8
81.5,119.75,1.82,52.08,14.15,1.73,12.52,37.25
74,107,1.68,53.27,15.07,0.8,13.32,50
75,115.75,1.92,52.85,14.88,1.02,14.27,57.82
73.25,116.75,1.97,55.92,15.07,0.9,15.18,57.85
80,128.5,2.93,70.2,14.82,0.56,16.38,32.35
89,148,3.5,66.8,14.68,0.44,13.62,37.73
80.25,136.75,3.03,58.15,15.55,0.36,19.77,73.5
64.5,120.5,2.68,55.25,15,0,18.95,83.3
52.25,112,2.4,62.75,12.3,4.47,22.25,91.15
57,116.75,11.27,92.12,8.9,0.65,20.05,93.1
60,114.5,2.62,54.6,16.6,1.14,25.45,93.1
59,114.25,2.17,50.27,17.33,0.81,21,95.05
56,104,3.02,48.98,18.27,1.17,18.1,91.15
58.5,114.5,2.83,52.12,17.5,0.61,22.25,87.72
63.5,120.5,3.75,63.38,17.38,1.23,32.75,75.97
75,159.75,4.12,86.55,16.38,1.51,24.85,52.4
81.75,191.25,3.7,64.5,17.23,0.95,9.35,57.8
69,141.5,4.3,61.23,18.27,1.4,3.88,36.27
77.75,153.75,3.58,60.08,17.32,1.15,5.15,32.85
75,127,2.8,51.77,17.73,1.29,8.53,43.6
76,123.25,2.22,63.3,16.7,1.32,10.4,30.85
96.25,160.75,11,90.08,16.65,0,4.25,9.3
96,168.75,21.12,100,15.3,0,6.92,9.3
100.75,154.75,31.32,94.9,15.52,0.18,7.97,21.55
97,137.25,36.38,102.62,15.97,1.46,8.35,5.9
93.5,132.5,48.42,106.38,13.18,1.9,9.6,9.8
91.75,119.75,28.65,91.55,9.07,2.71,10.3,10.8
90.5,129.25,18.88,81.18,11.62,2.14,11.03,13.73
89.5,128.75,10.03,74.82,13.47,1.5,10.88,29.9
86.75,138,4.17,64.45,14.62,1.29,11.52,45.58
74,123,3.28,60.15,15.2,1.56,12.45,63.17
76.75,129,3.3,59.4,14.8,0.58,14.12,88.22
58.75,112.5,2.7,77.93,8.38,2.65,20.7,90.15
60.25,110,3,62.3,15.45,2.86,20.3,87.7
60.75,108.25,2.88,65.08,14.2,3.06,14.85,84.28
69.75,119.75,3.77,61.23,15.95,2.02,23.47,71.07
70.75,150.75,4.53,70.2,16.85,2.05,15.53,58.8
67.5,176.25,5.35,80.5,16.35,2.32,15.38,48.02
70.25,176.25,4,69.9,16.05,1.97,13.38,55.38
75.5,168.5,6.33,79.47,17.2,1.39,9.93,33.8
86.25,224.5,12.45,101.25,15.7,1.65,14.32,17.15
104.25,264.5,16.7,103.92,14.65,1.77,16.5,14.22
102,218,28.55,96.6,15,1.84,17.4,18.15
97.5,187.75,15.93,91.92,14.93,0.69,18.88,17.62
98.5,159,14.6,97.82,14.1,0.33,18.77,5.4
97.75,147.75,15.3,104.4,13.7,0.67,20.07,10.75
92.25,137.5,32.8,98.5,14.53,0.92,20.03,16.65
92.5,155,36.03,99.62,15.6,0.88,20.8,12.25
93.25,173.25,26.67,86.22,15.12,1.11,14.6,9.8
73,84,20.75,86.95,14.38,1.37,12.88,2.98
112,157,17.23,88.17,11.35,2.1,12.5,11.8
108.25,156.5,7.28,83.08,11.32,1.05,12.47,42.15
92.75,150,4.82,91.6,7.6,0.73,13.15,106.83
60.25,117.25,3.08,22.85,2.52,0.88,23.02,29.88
