Year,Month,Day,avg(AQI)
2018,2,17,119.7687074829932
2018,2,18,122.34756097560975
2018,2,19,122.19760479041916
2018,2,20,120.19186046511628
2018,2,21,120.12582781456953
2018,2,22,123.73291925465838
2018,2,23,129.05524861878453
2018,2,24,122.21176470588236
2018,2,25,122.78195488721805
2018,2,26,118.79166666666667
2018,2,27,132.45398773006136
2018,2,28,127.6242774566474
2018,3,1,125.31111111111112
2018,3,2,112.31818181818181
2018,3,3,116.22818791946308
2018,3,4,111.48554913294798
2018,3,5,107.14379084967321
2018,3,6,105.70253164556962
2018,3,7,111.39622641509433
2018,3,8,114.31012658227849
2018,3,9,110.85897435897436
2018,3,10,113.47972972972973
2018,3,11,118.15757575757576
2018,3,12,103.53448275862068
2018,3,13,99.20224719101124
2018,3,14,109.22941176470589
2018,3,15,102.20833333333333
2018,3,16,111.21428571428571
2018,3,17,108.47928994082841
2018,3,18,109.76821192052981
2018,3,19,111.69281045751634
2018,3,20,104.18867924528301
2018,3,21,106.25766871165644
2018,3,22,121.76712328767124
2018,3,23,126.62142857142857
2018,3,24,129.74125874125875
2018,3,25,130.24305555555554
2018,3,26,120.17123287671232
2018,3,27,119.35616438356165
2018,3,28,110.69444444444444
2018,3,29,114.22857142857143
2018,3,30,109.54074074074074
2018,3,31,106.08333333333333
2018,4,1,104.71666666666667
2018,4,2,87.81308411214954
2018,4,3,87.87234042553192
2018,4,4,94.91111111111111
2018,4,5,88.72222222222223
2018,4,6,96.73394495412845
2018,4,7,94.84328358208955
2018,4,8,84.94495412844037
2018,4,9,92.17213114754098
2018,4,10,103.32608695652173
2018,4,11,91.55932203389831
2018,4,12,80.4469696969697
2018,4,13,84.0530303030303
2018,4,14,76.11627906976744
2018,4,15,74.77941176470588
2018,4,16,94.17482517482517
2018,4,17,96.53571428571429
2018,4,18,91.12142857142857
2018,4,19,98.95620437956204
2018,4,20,109.09154929577464
2018,4,21,116.58461538461539
2018,4,22,115.15789473684211
2018,4,23,90.8785046728972
2018,4,24,92.37593984962406
2018,4,25,105.24347826086957
2018,4,26,92.20422535211267
2018,4,27,97.23239436619718
2018,4,28,87.83333333333333
2018,4,29,88.60162601626017
2018,4,30,95.26717557251908
2018,5,1,109.22900763358778
2018,5,2,99.23364485981308
2018,5,3,100.68
2018,5,4,82.39855072463769
2018,5,5,74.35251798561151
2018,5,6,81.9927536231884
2018,5,7,91.8030303030303
2018,5,8,112.29824561403508
2018,5,9,115.57723577235772
2018,5,10,102.952
2018,5,11,93.55172413793103
2018,5,12,102.41304347826087
2018,5,13,105.73846153846154
2018,5,14,100.75221238938053
2018,5,15,85.33333333333333
2018,5,16,82.7008547008547
2018,5,17,110.8515625
2018,5,18,106.66225165562913
2018,5,19,113.11347517730496
2018,5,20,119.03883495145631
2018,5,21,140.76190476190476
2018,5,22,137.74496644295303
2018,5,23,110.86428571428571
2018,5,24,96.73333333333333
2018,5,25,110.4
2018,5,26,100.83783783783784
2018,5,27,91.0896551724138
2018,5,28,102.3112582781457
2018,5,29,100.95238095238095
2018,5,30,93.67073170731707
2018,5,31,96.83720930232558
2018,6,1,126.46610169491525
2018,6,2,102.36842105263158
2018,6,3,98.45390070921985
2018,6,4,104.8936170212766
2018,6,5,105.60144927536231
2018,6,6,88.73913043478261
2018,6,7,69.16666666666667
2018,6,8,70.83333333333333
2018,6,9,71.63076923076923
2018,6,10,61.376
2018,6,11,59.31531531531532
2018,6,12,74.18072289156626
2018,6,13,92.48780487804878
2018,6,14,101.21698113207547
2018,6,15,106.8936170212766
2018,6,16,88.05882352941177
2018,6,17,72.91463414634147
2018,6,18,63.28048780487805
2018,6,19,56.66279069767442
2018,6,20,51.11904761904762
2018,6,21,65.824
2018,6,22,65.1304347826087
2018,6,23,62.653225806451616
2018,6,24,49.14598540145985
2018,6,25,43.059322033898304
2018,6,26,44.43809523809524
2018,6,27,59.42857142857143
2018,6,28,57.285714285714285
2018,6,29,72.65942028985508
2018,6,30,71.3013698630137
2018,7,1,70.1304347826087
2018,7,2,64.04615384615384
2018,7,3,65.33571428571429
2018,7,4,82.36734693877551
2018,7,5,80.74
2018,7,6,71.16447368421052
2018,7,7,77.66867469879519
2018,7,8,77.99358974358974
2018,7,9,69.56643356643356
2018,7,10,63.116129032258065
2018,7,11,66.26857142857143
2018,7,12,62.6
2018,7,13,50.38620689655173
2018,7,14,58.62992125984252
2018,7,15,67.06106870229007
2018,7,16,70.81443298969072
2018,7,17,54.43119266055046
2018,7,18,51.39622641509434
2018,7,19,58.819047619047616
2018,7,20,52
2018,7,21,57.24561403508772
2018,7,22,62.803149606299215
2018,7,23,65.796875
2018,7,24,73.19736842105263
2018,7,25,66.93888888888888
2018,7,26,67.61935483870968
2018,7,27,60.978873239436616
2018,7,28,63.653333333333336
2018,7,29,85.15384615384616
2018,7,30,95.44
2018,7,31,78.88135593220339
2018,8,1,73
2018,8,2,77.57281553398059
2018,8,3,98.97101449275362
2018,8,4,102.7925925925926
2018,8,5,95.35398230088495
2018,8,6,91.35833333333333
2018,8,7,83.04504504504504
2018,8,8,66.3587786259542
2018,8,9,61.625850340136054
2018,8,10,59.9
2018,8,11,51.116279069767444
2018,8,12,44.37755102040816
2018,8,13,41.14102564102564
2018,8,14,42.507936507936506
2018,8,15,70.95744680851064
2018,8,16,41.3768115942029
2018,8,17,46.47747747747748
2018,8,18,52.79545454545455
2018,8,19,53.73275862068966
2018,8,20,49.75892857142857
2018,8,21,40.40869565217391
2018,8,22,41.07692307692308
2018,8,23,49.92982456140351
2018,8,24,59.25
2018,8,25,63.860759493670884
2018,8,26,59.26190476190476
2018,8,27,55.5
2018,8,28,57.04807692307692
2018,8,29,70.36521739130434
2018,8,30,82.82539682539682
2018,8,31,95.10810810810811
2018,9,1,84.17241379310344
2018,9,2,59.6865671641791
2018,9,3,54.02290076335878
2018,9,4,62.25
2018,9,5,82.8974358974359
2018,9,6,94.93684210526315
2018,9,7,98.45045045045045
2018,9,8,77.04273504273505
2018,9,9,94.77586206896552
2018,9,10,97.9
2018,9,11,84.31851851851852
2018,9,12,74.60162601626017
2018,9,13,85.8970588235294
2018,9,14,87.02857142857142
2018,9,15,102.25
2018,9,16,114.1981981981982
2018,9,17,92.9322033898305
2018,9,18,84.01980198019803
2018,9,19,88.36923076923077
2018,9,20,90.55244755244755
2018,9,21,97.4920634920635
2018,9,22,67.51937984496124
2018,9,23,75.21641791044776
2018,9,24,64.35915492957747
2018,9,25,84.51449275362319
2018,9,26,106.71969696969697
2018,9,27,99.47154471544715
2018,9,28,92.78787878787878
2018,9,29,98.6953125
2018,9,30,118.70454545454545
2018,10,1,138.231884057971
2018,10,2,100.40983606557377
2018,10,3,77.55932203389831
2018,10,4,94.62913907284768
2018,10,5,111.24242424242425
2018,10,6,131.8698224852071
2018,10,7,132.09848484848484
2018,10,8,142.3798449612403
2018,10,9,144.76315789473685
2018,10,10,140.64444444444445
2018,10,11,132.90972222222223
2018,10,12,125.15151515151516
2018,10,13,148.89115646258503
2018,10,14,131.5
2018,10,15,121.58181818181818
2018,10,16,131.10759493670886
2018,10,17,109.0728476821192
2018,10,18,97.41258741258741
